filepath,label,group_id,clean_stem,ahash,dhash
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164007 (Custom).jpg,Die Back,Die Back__g0312,20211129_164007,1111111111111111100111101001110011000000111000001111000011110000,0000000000100000001100000011000000011100000000110000001100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170200 (Custom).jpg,Gall Midge,Gall Midge__g0454,IMG_20211106_170200,1111111111111111111111110001111100000011100000001100000011110000,0000110110011011011100110111111101111111000111110000001100000001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_145339 (Custom).jpg,Sooty Mould,Sooty Mould__g0467,IMG_20211212_145339,1111111110001111100001111100011111100011111000111111000101111101,0110000000111010000111100000110000001110000001100000001111001001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_122413 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0234,IMG_20211107_122413,1111111111111111111111111111111100000000000000010000001111111111,1111111111111111111111110001111101111001111100110011111100011101
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162011 (Custom).jpg,Die Back,Die Back__g0149,20211129_162011,1111111011111100100111001100010011100000111100001111100011111110,0000000001100000001100000001100000000111000000110000001000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170314 (Custom).jpg,Gall Midge,Gall Midge__g0486,IMG_20211106_170314,1100011111100111111000111110001111100011111100111111001111111011,1001111000001110000011100000011000000110000001100000011000000010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_170206 (Custom).jpg,Anthracnose,Anthracnose__g0471,IMG_20211011_170206,1111111111111111111000011000000100000011000001110000111011111000,1000000010000000000001110000001100001110111111001111100000100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_122416 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0235,IMG_20211107_122416,1111111111111111000001110000000000000000000000010000011111111111,1111111101111111110111111111111111111001011100110011111100011101
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123643 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0274,IMG_20211107_123643,1100011111000111110000111000001110000011100000111000000110000001,1001110000011110000001100000011000000111001000110010001100100011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125242 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0396,IMG_20211107_125242,1100001111000001110000011100000111000001110001011100001111000001,0001101100001011001100110001101100011001000110110000111100001011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164401 (Custom).jpg,Gall Midge,Gall Midge__g0350,IMG_20211106_164401,1111111111111111011111110000000100000011001111110011111100111111,1111101111111111111111000111011101100111111111011111111111111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163130 (Custom).jpg,Gall Midge,Gall Midge__g0212,IMG_20211106_163130,1111110011100000100000000000000100000111011111111111111111111111,0000000000000000000110110011111111111111111111110000111000000011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125331 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0403,IMG_20211107_125331,1100001111000001110000011100000111000001110000111110001111110111,0000001100011011000110010001101100011011000110111000111011100101
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161952 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0122,20211011_161952,1111111111100110001100000000000010000000111000001111111011111111,0001100001001100011011101100001101001011010110110001000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_160724 (Custom).jpg,Die Back,Die Back__g0029,20211129_160724,1111111111111110111111101111110000000000111000001111000011110000,0000000000000000000000000110000000100011000000110000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_164123 (Custom).jpg,Anthracnose,Anthracnose__g0407,IMG_20211011_164123,0000011100000011000000011100000111111111111111111111111111111111,1111111101111111000111111000011111110110111110001111100011110000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_162425 (Custom).jpg,Healthy,Healthy__g0491,20211231_162425,1111001111100011111000110110011101000111010001111100011111001111,1110011011000110110001101100111010001111100111111001110111011111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162121 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0146,20211011_162121,1110011111100000111000000000001000110100111001101111111111111111,1100100000001001100010110010111001101101010011000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_152958 (Custom).jpg,Anthracnose,Anthracnose__g0231,IMG_20211011_152958,1111111111111111111100111111001110000110100011001101100011100000,1100000011000010011101101100010000011100001110000011000001000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_130029 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0459,IMG_20211107_130029,1100001110000011100000111000000110000001110000011100000111000011,0010011101100111010000110010001100110011000100110001011100010111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160834 (Custom).jpg,Healthy,Healthy__g0335,20211231_160834,1111111100011111000001111000000111000000111100001111110011111111,0110000001111000011111100011011100000001000000000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_153031 (Custom).jpg,Anthracnose,Anthracnose__g0237,IMG_20211011_153031,0000111100011111001111110011100101110001000000110000111101111111,1111111111111101111110011111000111100011000011110111111111111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_123509 (Custom).jpg,Sooty Mould,Sooty Mould__g0264,IMG_20211108_123509,1110100111001011110000111000001110000011000000110000001100000111,1001001110010011001000110010011100110011000111110001111100111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_150350 (Custom).jpg,Sooty Mould,Sooty Mould__g0486,IMG_20211212_150350,1111111111111111111000001100000010000000111000011111111111111111,0000000000000000000001110000001100010001000001110000001000000111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_155936 (Custom).jpg,Healthy,Healthy__g0257,20211231_155936,1111111111111111111111111000001110000000110000001111100011111111,1111001011100000101100000010111100100011100000010100001101000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_162310 (Custom).jpg,Healthy,Healthy__g0475,20211231_162310,1111111111111000111000001000000000000011000001110001111101111111,0111110011100000000000000011101101101111111111101111101111111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163840 (Custom).jpg,Gall Midge,Gall Midge__g0280,IMG_20211106_163840,1110111111101111111001111110011111100011111000111111000111110001,0101101101001011000011110000111100001111000001110000011100000111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_154942 (Custom).jpg,Sooty Mould,Sooty Mould__g0356,IMG_20211211_154942,1111111111111111100001111000011111000001111000011111000011111111,0000000010000000001111000010110000001111100000110000001100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_122024 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0084,20211109_122024,1111111111000000000000000000000000000001111111111111111111111111,0000000100000010001000100000000100010011011100000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_142952 (Custom).jpg,Sooty Mould,Sooty Mould__g0392,IMG_20211212_142952,1111100011111000111100001110000011100001111000011100001111000111,1101001110000011001001110000010101001011000001110000111000011101
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163821 (Custom).jpg,Gall Midge,Gall Midge__g0275,IMG_20211106_163821,1111111111111111100111111100111111000111111000011110000011110000,0100000001100000001100000001100000001111000001110000011100000011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160344 (Custom).jpg,Healthy,Healthy__g0278,20211231_160344,1111111111111111111111101000000010000000111000001111100011111110,0000000000000000000100000011110000000110100000110010000100011000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_131115 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0002,20211011_131115,1111111111111111110011001110000010100000111000001001100011111000,0100000000101100000110010000101101001011100101000010001000100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_140424 (Custom).jpg,Anthracnose,Anthracnose__g0193,IMG_20211011_140424,0000111100000111001001110110011111110011011101110111111101111111,1101111111011100110011001110110011100110111001001111100011111011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121715 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0049,20211109_121715,1111111111111111110000000000000100000010100001001111100011111000,0000000000000000000001110000011100001110000110000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_150335 (Custom).jpg,Sooty Mould,Sooty Mould__g0483,IMG_20211212_150335,1111111111111111100000001100000011000000111100001111111111111111,0000000010000000000111000001011100000011000000010001100000000110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_142948 (Custom).jpg,Sooty Mould,Sooty Mould__g0391,IMG_20211212_142948,1111100011110000111000001110000011000001100000111000011110011111,1011001111100111010011110000101100010111001011100011110100111010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_140846 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0275,IMG_20211106_140846,0000000000000000111000001111110011111110111111101111110001111000,1000000000000000000001001001100011110000111100001110010011100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_162233 (Custom).jpg,Healthy,Healthy__g0467,20211231_162233,1111100011110000111000011100001110000011100001110000111100111111,1111000011100101110001011001111100011110001111000111100111101101
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_123501 (Custom).jpg,Sooty Mould,Sooty Mould__g0262,IMG_20211108_123501,1111111100000011000000010000001100000011000001110001111111111111,0011101001111011101110111010001110100111111111111111101111111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_145311 (Custom).jpg,Sooty Mould,Sooty Mould__g0461,IMG_20211212_145311,1111011111100111110001111100001111000111110001111100011111001111,1000110001001100000111101001111010011111000111111001111100011111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163021 (Custom).jpg,Die Back,Die Back__g0260,20211129_163021,1111111111111111101111101000000011100000111110001111100011111000,0000000000000000011000000001111100000011000000010000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_124546 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0336,IMG_20211107_124546,1111111111111111000011110000011111000001111100001111111011111111,0001111110000111011111110011111110000111110000011101100011101111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_155815 (Custom).jpg,Healthy,Healthy__g0245,20211231_155815,1111111111111100111100001110000111100001110000111000011110001111,0000010010010001111000011100001110000011000011100011110000111000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125453 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0420,IMG_20211107_125453,1110111111100111111000111110000111100001111000011111000111111011,1001110010001110100001101000101111001011110001111110011111110011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_130128 (Custom).jpg,Healthy,Healthy__g0156,20211231_130128,1111111101111111000001110000000110000000110000001111111111111111,0000000011110000001111100000011100000001000000110000001000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135328 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0156,IMG_20211106_135328,1111111111111111111111001110100011100000111100001111000011110000,0001000010010000000100000000101000001001001000010000010100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161559 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0072,20211011_161559,1111100011111000111010001110000011100000111001001111110011111110,0000000000000000000100000100101011000001110011011100000011000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170205 (Custom).jpg,Gall Midge,Gall Midge__g0457,IMG_20211106_170205,1111111111111111001111110000000000000000000000001000000011111111,0001000111010000111011101110111100111111000111100000000001100001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161945 (Custom).jpg,Healthy,Healthy__g0437,20211231_161945,1011111110011111100011111100011111000111111000111111001111110001,0110000000110000001110000001110010011100110001101100011011100011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_123236 (Custom).jpg,Sooty Mould,Sooty Mould__g0241,IMG_20211108_123236,0001111100001111000001110000001110000011110000001110000011111000,0111111101111111011011100111111100011111000011001100111011100001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_152941 (Custom).jpg,Anthracnose,Anthracnose__g0227,IMG_20211011_152941,1110000011100000110000001100110011001111110011111110111111111111,0000011000001100100110001001100010011000100110000001100001001000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_194616 (Custom).jpg,Die Back,Die Back__g0422,IMG_20211027_194616,1111110011111110111111101101111011111100111110000010000000000000,1100000011000000101100001001000010010000110000001110000011100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123647 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0275,IMG_20211107_123647,1110111111000011110000111100000110000001100000011000000110000001,1001111000011111000011110001101100000011000000110010000100110001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161413 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0051,20211011_161413,1111000011110000111100001100000011100000111001001110011011111111,0000000000000000001000001010010100001101100011001000110000100100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161919 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0116,20211011_161919,1111110011111000001110001111100000000000011100001011010011111100,0000000010000000010000000100001001000011100000110110010100100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_123730 (Custom).jpg,Sooty Mould,Sooty Mould__g0286,IMG_20211108_123730,1101111111001111110011111000011110000111000001110000011100001111,1001001000011011000111110000110100001101000011110001111100011111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_165603 (Custom).jpg,Gall Midge,Gall Midge__g0402,IMG_20211106_165603,0011100000000001000000010000011100111111111111111111111111111111,1111000011100011110001110111110001111000111100001111000011110000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125115 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0381,IMG_20211107_125115,1111111111111111001111110000111100000001000000010000111111111111,1111111111111111111111111111111111011011110110110011111000110011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160518 (Custom).jpg,Healthy,Healthy__g0299,20211231_160518,1111111111111111110000001000000010000001111111111111111111111100,1111000011000001000000110011001100000111111000001111000001100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_123639 (Custom).jpg,Healthy,Healthy__g0029,20211231_123639,1111111111111111100001111000001111100001111100011111110011111111,0100000000110000001111000000111000000111001000110000000100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_153357 (Custom).jpg,Anthracnose,Anthracnose__g0278,IMG_20211011_153357,1111111111111111110011111100011011100000111000001111000011110000,0000000000000000000110001001110011001100100001101000011000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163910 (Custom).jpg,Gall Midge,Gall Midge__g0288,IMG_20211106_163910,1111111111110000100000001000000010000111111111111111111111111111,0001000000000000000000010001111100011111001111100011100000010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_145336 (Custom).jpg,Sooty Mould,Sooty Mould__g0466,IMG_20211212_145336,1111111111111111000011111000011111000011111100011111111111111111,1000000000110100000110000001111000000110000001110000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161057 (Custom).jpg,Healthy,Healthy__g0366,20211231_161057,1111111111111111111100001000000000000000000000011110011111111111,0011100000110001000001100001111000111111000111110010111100000111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_130224 (Custom).jpg,Healthy,Healthy__g0165,20211231_130224,1111111111111111111111110000001000000000110000001111110011111110,0000000000000000000010000001111000000111000000110000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_143345 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0487,IMG_20211106_143345,1111111111111100111111001111100011110000111100001111000011100000,0000010100001001000010010000000100000011000000110000011100001111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161953 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0123,20211011_161953,1111110011100100100000001000000011000000111000001111111011111111,0000000000001000001001000010001100001011000010110100100000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_003408 (Custom).jpg,Die Back,Die Back__g0475,IMG_20211028_003408,1111111111111111111001111110011111100111110011111100100000000000,1111001001100110111011000100110001001000110110001101100001011000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121838 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0076,20211109_121838,1111110011110000000000000000000000000000000000001111111111111111,0100000001000011000000110000000100100001011100010111000100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_154835 (Custom).jpg,Healthy,Healthy__g0180,20211231_154835,1111111111111111100111111000000010000000111101111111111111111111,1110000011100000011111000011111100000111100011111011000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_124642 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0341,IMG_20211107_124642,1110111111000111110001111100011111000011110000111110001111100011,1001100000011100000011000000110000001110100011101100011011100110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_160853 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0013,20211011_160853,1111100011111000111110001111100011100000111000001110000011100000,0000000000000000000000000000100010001000000011000000110000001100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_165359 (Custom).jpg,Gall Midge,Gall Midge__g0387,IMG_20211106_165359,1111111111001111110001111100011111100111111000111111001111111111,1010110100011100000111000000110010001110110001101100011011110011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_122023 (Custom).jpg,Sooty Mould,Sooty Mould__g0090,IMG_20211108_122023,1111111111111001111000010000001100000111000011110001111100111111,1100001111100011000000110010011110001110101111001111010111101100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162411 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0174,20211011_162411,1111110011001100010011000000000001100000111100001111100011111000,0001000000010000100110000101110011010010000000000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_161527 (Custom).jpg,Gall Midge,Gall Midge__g0056,IMG_20211106_161527,1111111111110111111001111110011111000111110001111100011111000111,1011010010101100010011010100110110001101100111001000110010001100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162329 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0166,20211011_162329,1111100011111000111110001111100011110000111100001111000011111000,0000000000000000000000000000000011000101110001000000001010000010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_140435 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0248,IMG_20211106_140435,1111011111100111111000011110000011100000111000101110001111100010,0000110000001100000001110000011100001110000001100000011000001100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_155948 (Custom).jpg,Healthy,Healthy__g0260,20211231_155948,1110111111100111111001111110011111100011111000111110001111100011,1101100111001101110011011100110011001110110011101100011011001110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_122159 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0140,20211109_122159,1111111111111111111111111100000010000000110000001111111111000001,0000000000000000000000010000000100000011000011110000011100001011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160330 (Custom).jpg,Healthy,Healthy__g0274,20211231_160330,1111111111110001111000011000001100000111000011110111101111110011,1001100011100011100001110001011101111111111111111110011100000011
