filepath,label,clean_stem,ahash,dhash,group_id
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_122055 (Custom).jpg,Powdery Mildew,20211109_122055,1111111111110000000000000000000000000001111001111111111111111111,0000000000000011000000111000000100001111000011000000000000000000,Powdery Mildew__g0119
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161650(0) (Custom) (Custom).jpg,Cutting Weevil,20211011_161650(0),1111110011111100111110001110000011000100100000001111000011100000,1000000010000000000000001100010000001000001010001000010010000100,Cutting Weevil__g0093
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161340 (Custom) (Custom).jpg,Cutting Weevil,20211011_161340,1011111100011111110011111100111110000111110001111101111011111000,0110100001111010001100010001110000101100000101000011100000100000,Cutting Weevil__g0046
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_130246 (Custom).jpg,Healthy,20211231_130246,1111000111110001111000111100001111000111110011111000111110011111,0010001100000011000001111000111000001100000110000011000000110000,Healthy__g0168
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163744 (Custom).jpg,Die Back,20211129_163744,1111111011111110110011001110110011100000111100001111000011110000,0000000000010000000110000001100000001100000001110000000100000000,Die Back__g0281
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164023 (Custom).jpg,Die Back,20211129_164023,1111111111111111100011101000000011110000111110001111100011111000,0000000000000000001110000000011000000011000000010000000100000000,Die Back__g0316
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_121929 (Custom).jpg,Sooty Mould,IMG_20211108_121929,0111111100111100000000010000001100000111001111110011111100111111,1111111011110001100000110001011100111110111111111111111111111111,Sooty Mould__g0077
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163107 (Custom).jpg,Die Back,20211129_163107,1111111111110111110000001000000011110000111110001111100011111000,0000000000001100000101100011001100000011000000100000001000000000,Die Back__g0266
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160654 (Custom).jpg,Healthy,20211231_160654,1111111111111111000000000000000110000111111111111111111111111111,1111000000101101011001010010011100011110110100000011000001000000,Healthy__g0316
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164039 (Custom).jpg,Die Back,20211129_164039,1111111011111110111100001110000011100000110010001001000011110000,0000000000000000000001000100110001001000100110000011000001000000,Die Back__g0321
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162612 (Custom).jpg,Cutting Weevil,20211011_162612,1111000011110000111110001111100011100000111000001110000011110000,0000000000000000000000000000000011001010010011000000010000000101,Cutting Weevil__g0221
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_161616 (Custom).jpg,Die Back,20211129_161616,1111111111111111111111001100000011000000100110001111110011111100,0000000000000000010000001000000100011001001100000100000000000000,Die Back__g0107
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_152923 (Custom).jpg,Anthracnose,IMG_20211011_152923,1111111101111111000111111000011100000011011000110011000100011011,1111110111111001011110010011110110011110110001111110001111110011,Anthracnose__g0223
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_160428 (Custom).jpg,Die Back,20211129_160428,1111111111001111110001111100011111100111111000111110011111111100,0011000000011010000011000000110100001100000001000000010000010000,Die Back__g0001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164214 (Custom).jpg,Gall Midge,IMG_20211106_164214,1111111111111111000000010000001110000111111111111111111111111111,1001101010000100000101110000111100111111011111110000111000000100,Gall Midge__g0333
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161458 (Custom).jpg,Cutting Weevil,20211011_161458,1111110011111000101100000000010011110000111010001100110011001100,0000000000000000011000110110110011001100110010101001100110011000,Cutting Weevil__g0061
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161142 (Custom).jpg,Healthy,20211231_161142,1111111111111111111100011100000010000000000000010000011111111111,1111111111111111100001110001011100110001011011110011111100010111,Healthy__g0376
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_155406 (Custom).jpg,Healthy,20211231_155406,1110011111100111111000111110001111110011111100111111000111111001,1100110011001100110001101100011011100110111001101110011011010010,Healthy__g0215
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_170726 (Custom).jpg,Anthracnose,20211011_170726,1111111111111111111100111111001011100010111000001100000010001000,0000000000000100000001100000011001000110010011000001110000111000,Anthracnose__g0154
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163849 (Custom).jpg,Gall Midge,IMG_20211106_163849,1111100111110001111000111110011111000111110011111000111110011111,1011001100100011000001100100111100001111100111110011111100111111,Gall Midge__g0283
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_153045 (Custom).jpg,Anthracnose,IMG_20211011_153045,1110111111001111110001111100011111000111011000110111001100111111,1101100010011100100111001001110010001110110001101110011011110111,Anthracnose__g0238
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163852 (Custom).jpg,Gall Midge,IMG_20211106_163852,1111101111100011110000111000111100011111000111110011111101111111,1110011101000111100011110001110101111111011111111111111111111111,Gall Midge__g0284
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125107 (Custom).jpg,Powdery Mildew,IMG_20211107_125107,1111111111111111001111110000111100000000000000000000011100111111,1111111111111111111111111111111101100011001000110011111101111000,Powdery Mildew__g0379
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160520 (Custom).jpg,Healthy,20211231_160520,1111111111111111111111101000000010000000111100001111110011111111,0000000000000000000110000001111100000011000000110110000000100000,Healthy__g0300
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_160754 (Custom).jpg,Die Back,20211129_160754,1111111011111110111111001111110011000000111000001111000011110000,0000000000000000000000001010000000000001000000110000000000000000,Die Back__g0038
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_142943 (Custom).jpg,Bacterial Canker,IMG_20211106_142943,1111111111111111100111111000111111100000111100001111000011100000,0000000101000011001101110011100100001101000001100000000100000000,Bacterial Canker__g0425
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_161221 (Custom).jpg,Gall Midge,IMG_20211106_161221,1111111100111111000000010000000011100000111111111111111111111111,1111111111111111011111110000111100000011011100110001111100111111,Gall Midge__g0025
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162324 (Custom).jpg,Die Back,20211129_162324,1111110011111000111110001111000011100000110000001000100011110000,0000000100000001010000111000011010001100000110000011000000000000,Die Back__g0188
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_162301 (Custom).jpg,Healthy,20211231_162301,1111111111111111000011110000001100000001111100001111110011111100,1000000000110000001110001000111000000011000000011110000111100000,Healthy__g0473
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125209 (Custom).jpg,Powdery Mildew,IMG_20211107_125209,1111111110111111100011111000011110000111011000110011000100111101,1111111101111111001110100001110110001110110001111110001111111001,Powdery Mildew__g0388
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_165530 (Custom).jpg,Gall Midge,IMG_20211106_165530,1111110011111000111100001111000111110011111000111111001111110111,0000100100000001000000110000011100000111000001100000011000000100,Gall Midge__g0394
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163203 (Custom).jpg,Gall Midge,IMG_20211106_163203,1111111111101111110011111000111100001111000011110000111100001111,1110101101001011000111110001101100011111001111110011111110011111,Gall Midge__g0222
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163201 (Custom).jpg,Gall Midge,IMG_20211106_163201,1111111111100111110001111000111100001111000011110000111100001111,0110101101001101000111110001101100011011000111111001111110011111,Gall Midge__g0221
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161245(0) (Custom) (Custom).jpg,Cutting Weevil,20211011_161245(0),1111100011111000111110001111000011110000111000001110000011110000,0000000000000000000000001100010011000110110010010000110000101100,Cutting Weevil__g0029
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_154428 (Custom).jpg,Sooty Mould,IMG_20211211_154428,1101111110001111100001111000011111000011111000111110000111111001,0011000000111000000111000000110000010110100011111100011111110011,Sooty Mould__g0325
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_194802 (Custom).jpg,Die Back,IMG_20211027_194802,1111000011111100111110001111101011110110111001001100100000000000,1100000011000000100000101100001011100100110010001001100000100000,Die Back__g0426
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161624 (Custom).jpg,Cutting Weevil,20211011_161624,1111100011111000111100001110000011110000111110001111100011111000,1000000000000001000000110100011011000010110000101000001000100011,Cutting Weevil__g0085
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162532 (Custom) (Custom).jpg,Cutting Weevil,20211011_162532,1111110011111000111110001100010011001100011000000110000011001000,1000000000000000000000000001010000011000110001101101001110010001,Cutting Weevil__g0218
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_134804 (Custom).jpg,Bacterial Canker,IMG_20211106_134804,1111111111111111111111111111111100000011110000001111100000000000,0000000000000000000000000011000000111111000000011101000000110000,Bacterial Canker__g0092
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135511 (Custom).jpg,Bacterial Canker,IMG_20211106_135511,1111110011100100111000101111001011110000111110001111100011111000,0001000000001000000001000000011000000110000000100000001000000001,Bacterial Canker__g0176
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211008_125140 (Custom).jpg,Anthracnose,20211008_125140,1111111011111111111111111100000011000000110011001111100011110000,0100000011001000100000000001010000001101100110000100000000000010,Anthracnose__g0041
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164046 (Custom).jpg,Die Back,20211129_164046,1111111111111111001111111000010011100000111100001111100011110000,0000000011000000011100000001110000000111000000010000000000000000,Die Back__g0323
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164555 (Custom).jpg,Gall Midge,IMG_20211106_164555,1111111111100000111000001100000011111000111111111111111111111111,0101111111000111000000110000000100000001000000000000100000100100,Gall Midge__g0381
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162647 (Custom).jpg,Gall Midge,IMG_20211106_162647,1111111111111101111110011111100111110001111000011110000111100011,0111110101001001000000110000001100000111000001110000011100000111,Gall Midge__g0153
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_194824 (Custom).jpg,Die Back,IMG_20211027_194824,1111100011110000111001101110111011001110110011001100100000000000,0000000010000100110010001001100010011000100110000011000000110000,Die Back__g0430
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161425 (Custom) (Custom).jpg,Cutting Weevil,20211011_161425,1111111111111110111001001110010010000000111000001010010001100100,0000000000000000010011001010100100101011001010010100100011001000,Cutting Weevil__g0057
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162213 (Custom).jpg,Cutting Weevil,20211011_162213,1111110011101100111001001100000011100000110000001100000011111110,0000000000001000000010001001100110000011100100111001011000000000,Cutting Weevil__g0162
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164409 (Custom).jpg,Die Back,20211129_164409,1111111111111111111111001111100011000000110000001111000011110000,0000000000000000000000000001001100010011000001100000000000000000,Die Back__g0355
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_121336 (Custom).jpg,Powdery Mildew,IMG_20211107_121336,1111101111110001111000011110000111000011110000111000001110000111,1111001111100011110000111000001100000011000001110000011000001111,Powdery Mildew__g0210
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_122322 (Custom).jpg,Powdery Mildew,20211109_122322,1111111111111111110000110000000000000000111111111111111111111111,0000000000000000000011100000111100010011000100100110000000000000,Powdery Mildew__g0163
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162526 (Custom) (Custom).jpg,Cutting Weevil,20211011_162526,1111110011111000111100001101000010000000111100001111000011101000,1000000000000000010010010011001000110100110001000000101000001011,Cutting Weevil__g0213
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_153126 (Custom).jpg,Anthracnose,IMG_20211011_153126,1111111111111111111110011111000111110001111100001000000000000000,1100000011001001110000111000001110000110001001000000100000000000,Anthracnose__g0247
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123127 (Custom).jpg,Powdery Mildew,IMG_20211107_123127,1111111011110000110000001000000100000111000011111111111111111111,0001000001000001100011110001111101111110111110001110000000000000,Powdery Mildew__g0250
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163454 (Custom).jpg,Gall Midge,IMG_20211106_163454,1111111111011111100011111000011110000001110000011100001111000011,0010001000110000001110010011111000111111000111111000111100000111,Gall Midge__g0238
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_154948 (Custom).jpg,Healthy,20211231_154948,1111111111111111111011111100000111000000111110001111111111111111,1100100011100000100111000001011110000011111000011111000011110000,Healthy__g0186
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_130100 (Custom).jpg,Healthy,20211231_130100,1111100011110000111000011100000111000011100001111000111111111111,0001000100100011010000110000011100000110000111000011100000100000,Healthy__g0152
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_122653 (Custom).jpg,Sooty Mould,IMG_20211108_122653,0000011100000111000011110000111100000011000000011100000011111111,1111111011010111111111111111111011110111011110110001110010000001,Sooty Mould__g0165
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121158 (Custom).jpg,Powdery Mildew,20211109_121158,1111110000000000000000001000000011111111111111111111111111111111,0000000100000011000011110000111100000110010000000000000000000000,Powdery Mildew__g0000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160504 (Custom).jpg,Healthy,20211231_160504,1111111111111111111111110000000100000000100000001111110111110000,1100000011000001001111110010111100010001000001110000000100000000,Healthy__g0297
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_182214 (Custom).jpg,Die Back,IMG_20211027_182214,1110111111101111111011111100111111001110100010000000000000000000,1101100011011000100110001001100010011000101100000011000000110000,Die Back__g0380
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_165848 (Custom).jpg,Anthracnose,IMG_20211011_165848,1111111111111111011101110110011100000111000001110000111100001111,1111100011110110111001101100111110001101000111110001111100111111,Anthracnose__g0463
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164355 (Custom).jpg,Die Back,20211129_164355,1111111111111111111111101000000000000000111100001111100011111000,0000000000000000000000000000101101000011000000100000000000000000,Die Back__g0170
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_125051 (Custom).jpg,Healthy,20211231_125051,1111110111111001111100011110000111000011100001111001111111111111,0000000100010001001000110100011100001110000111000011100000000000,Healthy__g0114
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_140926 (Custom).jpg,Bacterial Canker,IMG_20211106_140926,1111000011111000111111001111110011111100111111000110000000000000,0000000011000000110000000010000000100000100100001001100011000000,Bacterial Canker__g0279
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125453 (Custom).jpg,Powdery Mildew,IMG_20211107_125453,1110111111100111111000111110000111100001111000011111000111111011,1001110010001110100001101000101111001011110001111110011111110011,Powdery Mildew__g0420
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_124945 (Custom).jpg,Healthy,20211231_124945,1111111011111110110001001100000011100000111100001111111011111110,0100000000100000100110000000111101000011001000110000000000000000,Healthy__g0105
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_115649 (Custom).jpg,Powdery Mildew,IMG_20211107_115649,1111111111111111111111111111100111000001000000110000011100011111,0000000000000010000010011000001100000111000011110011111111110110,Powdery Mildew__g0191
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_122409 (Custom).jpg,Sooty Mould,IMG_20211108_122409,0000111100000111100001111000011111000011111100111111101111111111,0111111100111111001111110011111110000111110001110111001111111001,Sooty Mould__g0136
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170310 (Custom).jpg,Gall Midge,IMG_20211106_170310,1111111111111110111110001110000011000000100000110100011111111111,0000011100011000010000001000000100000111000011111000110101100001,Gall Midge__g0484
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162600 (Custom).jpg,Die Back,20211129_162600,1111101111111000111100001111000011100000111000001110000011100000,0000001000000010000001100000011000001100000011000000100000001000,Die Back__g0216
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_125110 (Custom).jpg,Healthy,20211231_125110,1111111111111111111100111110000011000001100001111111111111111111,1100000000000000011001100100011110001111001111000011000000000000,Healthy__g0119
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160601 (Custom).jpg,Healthy,20211231_160601,1111111111111110111110001000000010000000111000001111111011111111,0000000000000000000000100010001100000001000000110000000000000000,Healthy__g0305
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163714 (Custom).jpg,Die Back,20211129_163714,1111111111111111111111001111100011100000000000001111100011111000,0000000000000000000000000000000010000011100011110000000000000000,Die Back__g0275
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162009 (Custom).jpg,Cutting Weevil,20211011_162009,1111110011111100111110001111000011110000011110000011110000111100,0110000001000000110000001100001011000001110000011110000111100000,Cutting Weevil__g0128
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_122248 (Custom).jpg,Powdery Mildew,IMG_20211107_122248,1110011111100111111001111100011110000111100001111000011110001111,0000110000001110000011100000111000001110000011010000110100011111,Powdery Mildew__g0224
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_161103 (Custom).jpg,Gall Midge,IMG_20211106_161103,1111110011111100100000000000000011110000111111111111111111111111,0000000000000000001110111000100100000001000000010000000000000000,Gall Midge__g0002
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_123801 (Custom).jpg,Healthy,20211231_123801,1111111110011111110011111110011111100011111100011111100111111001,0100000000110000000110000000110001000110001001100000001100000011,Healthy__g0041
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_160933 (Custom).jpg,Die Back,20211129_160933,1111111011111110111111001000010011000000111100001111100011110000,0000000010000000110000000011100000000111010000010000000000000000,Die Back__g0065
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162135 (Custom).jpg,Gall Midge,IMG_20211106_162135,1111111111100111110001111100011111000011110000111100001111100011,0100111000001101000011010000111100001110000011100001111000001111,Gall Midge__g0097
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_143244 (Custom).jpg,Bacterial Canker,IMG_20211106_143244,1111111111011110110000001110000011110000111110001111100011111000,0100000000110000000101001000000000000000100000001000000000000000,Bacterial Canker__g0474
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162505 (Custom).jpg,Cutting Weevil,20211011_162505,1111110011111100111111001110000011000000110000001110000011111000,0100000001000000111000001001110010001011000000010001010111010010,Cutting Weevil__g0204
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125816 (Custom).jpg,Powdery Mildew,IMG_20211107_125816,1110001111100011111000111110001111000011110001111100011101100111,1100011011000110110001101000011010001110100011101000110111001100,Powdery Mildew__g0433
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_124953 (Custom).jpg,Powdery Mildew,IMG_20211107_124953,1111111111111111000000010000000000000000110000001111000011111111,1110111100001111001110111111110000011101000100011000000111100001,Powdery Mildew__g0361
